semantic_similarity,skill_overlap,experience_match,label
0.4481735186394869,0.375582952639944,0.45454106476777323,0
0.24766876271451774,0.093981939840869,0.6275580800840634,0
0.43323674128674666,0.578280140996174,0.5843143119231002,0
0.4438874915200603,0.035942273796742086,0.901158010490989,0
0.7472046337535481,0.46559801813246016,0.04544638034145787,1
0.6781681035164098,0.5426446347075766,0.2809631895922303,1
0.8654095569322449,0.2865412521282844,0.9504114840765587,0
0.5541611938714619,0.5908332605690108,0.8902637838909163,1
0.2896956844537263,0.03050024993904943,0.45565675278571294,0
0.7349335904172463,0.03734818874921442,0.6201325978015367,0
0.770588786462673,0.8226005606596583,0.2773811829811327,1
0.6209578981771222,0.3601906414112629,0.1881211597237613,0
0.7782253849659206,0.12706051265188478,0.46369840493998216,0
0.5703466972732931,0.5222432600548044,0.3533522280260528,1
0.5920496220364955,0.7699935530986108,0.5836561118508721,1
0.5206557637689122,0.21582102749684318,0.07773463696498484,0
0.2190643450580714,0.6228904758190003,0.9743948076661665,0
0.28091857024497835,0.085347464993768,0.9862107444796029,0
0.2235718892650507,0.0516817211686077,0.6981617140197451,0
0.6773078084478352,0.531354631568148,0.5360963663441204,1
0.43576698580724504,0.5406351216101065,0.30952761628632774,0
0.5814280183735271,0.6374299014982066,0.8137950197069487,1
0.8806748554445698,0.7260913337226615,0.6847311725538793,1
0.38696917186165625,0.9758520794625346,0.1626169393448913,0
0.5077871922767223,0.5163003483011953,0.9109271844938425,0
0.7666633539072865,0.32295647294124596,0.822537242923169,0
0.37159862411871686,0.7951861947687037,0.949799913291924,0
0.2577349323715947,0.2708322512620742,0.72571950838836,0
0.41731358968532606,0.4389714207056361,0.6134151959357899,0
0.3209159654405033,0.07845638134226596,0.4182430362906189,0
0.8972732392569298,0.02535074341545751,0.9327284833540133,0
0.8060902846733127,0.9626484146779251,0.8660638895004084,1
0.6750528173828176,0.8359801205122058,0.04521867010618941,1
0.8535954426407883,0.695974206093698,0.026366974497252005,1
0.8027540576743359,0.4089529444142699,0.3764633668780496,1
0.33992754416452686,0.17329432007084578,0.8105533307818329,0
0.8694192488674832,0.15643704267108605,0.9872761293149445,0
0.6045066814367381,0.25024289816459533,0.15041689110352818,0
0.8055801163730469,0.5492266647061205,0.5941307153521351,1
0.87206847494262,0.7145959227000623,0.3808908566310215,1
0.4385026062288979,0.6601973767177313,0.9699143978146032,0
0.2825389433957576,0.27993389694594284,0.8421189231357087,0
0.3709513719064563,0.9548652806631941,0.8383287047111379,0
0.5203308414696923,0.7378969166957685,0.4686931597949703,0
0.8135110744418699,0.5543540525114007,0.4148195023376652,1
0.8455479374422576,0.6117207462343522,0.27340707193070624,1
0.20521409789839304,0.4196000624277899,0.056375496650927115,0
0.5830604769331743,0.24773098950115746,0.8647223762550532,0
0.5130582523615843,0.3559726786512616,0.8129010091300776,0
0.3665808578530477,0.7578461104643691,0.9997176732861306,0
0.28989902550026214,0.014393488629755868,0.9966368370739054,0
0.453211378552721,0.11607264050691624,0.5554317056026274,0
0.9071822779343894,0.04600264202175275,0.7689874151805105,0
0.44240219901556643,0.040728802318970136,0.944765729882428,0
0.5890929663075246,0.8554605840110072,0.8496473906774115,1
0.7272642191713834,0.7036578593800237,0.24734810174319766,1
0.4727222017844705,0.4741738290873252,0.4505441353100935,0
0.9288365620407204,0.09783416065100148,0.12915941515149498,0
0.9218354712065835,0.49161587511683236,0.9540510272587224,1
0.3888367218690231,0.4734717707805657,0.60617463445088,0
0.5729363794192891,0.17320186991001518,0.22864280550346272,0
0.42565873236257723,0.43385164923797304,0.6717006844058567,0
0.4136303707831007,0.39850473439737344,0.6181282404578958,0
0.2276652105158996,0.6158500980522165,0.3581627180328405,0
0.6571732504849226,0.6350936508676438,0.11355759219962902,1
0.577009267421646,0.04530400977204452,0.6715731955927996,0
0.23860906343749202,0.3746126146264712,0.5203077009037933,0
0.4089848481774586,0.6258599157142364,0.7723183917356393,0
0.8811994144749902,0.5031362585800877,0.5201635011119934,1
0.3796714180002293,0.8564898411883223,0.8521815003185401,0
0.30867115406841733,0.658693631618945,0.5519068387744855,0
0.5670895702081722,0.1629344270814297,0.5609379715353863,0
0.9392378405829505,0.07056874740042984,0.876653602658345,0
0.38154145363362535,0.6424192782063156,0.40348286621239704,0
0.7041016605544088,0.026511310541621813,0.13401522845064073,0
0.7712147114965382,0.5857755812734633,0.028782676313338973,1
0.37822815799429976,0.9402302414249576,0.755137255673619,0
0.7461622614588947,0.575474177875879,0.6203095513534647,1
0.47583734953943996,0.3881699262065219,0.7040797680992236,0
0.6742293729451847,0.6432882184423532,0.21296416150891073,1
0.6751472830706711,0.45825289049151663,0.13637147558676976,1
0.6018310130560689,0.5456167893159349,0.014544665667881929,1
0.26771732754080624,0.9414648087765252,0.350587558806597,0
0.8264768716919284,0.38610263780077425,0.5899176868546331,0
0.4405850487288019,0.9611905638239142,0.3922440450997323,0
0.3398888827998907,0.9053506419560637,0.43747492202372906,0
0.23058135616607295,0.19579113478929644,0.9041586944937484,0
0.6431697073911813,0.06936130087516545,0.34825546702330035,0
0.7081732713817117,0.10077800137742665,0.5139894891598108,0
0.21244087169589213,0.018221825651549728,0.7836530127411431,0
0.5840697937244608,0.0944429607559284,0.39654278232127016,0
0.3698718313984535,0.6830067734163568,0.6220867002278735,0
0.6838795928070873,0.07118864846022899,0.8623637087467452,0
0.3307748217537436,0.3189756302937613,0.9495206236576421,0
0.7182033035768494,0.8448753109694546,0.14707348092903794,1
0.49005150972540307,0.023271935735825866,0.9265876251614944,0
0.9025474915525509,0.8144684825889358,0.4921162930795382,1
0.30314070810949495,0.28185477477339993,0.25824438829895835,0
0.4557997632876939,0.11816482762165625,0.4591357562382613,0
0.2851051409304418,0.6967371653641506,0.980032575285477,0
0.893520213708922,0.628942846779884,0.4926180939928696,1
0.8580045150357358,0.877472013527053,0.3287516102875082,1
0.3934562207863667,0.7350710438038858,0.6334008543167258,0
0.6949880345256343,0.8034809303848486,0.24014561877819307,1
0.812916650150912,0.2820345725713065,0.07586332810866392,0
0.6164006086995968,0.17743954377972282,0.12887972191064923,0
0.5972379337670048,0.7506147516408583,0.12804583895777244,1
0.3813892181753388,0.806834739267264,0.15190269351229435,0
0.26982707585442445,0.9905051420006733,0.13882717264941014,0
0.8729118184649951,0.4126176769114265,0.6408747448032146,1
0.8753135428724979,0.37201808579278317,0.18188008439914483,0
0.674826092954951,0.7764129607419968,0.3456672833238632,1
0.4542723432865255,0.34080354025301784,0.8967884099060118,0
0.4619071809594957,0.9307573256035647,0.47396164026287235,0
0.7444667591526795,0.8584127518430118,0.6675577385210272,1
0.8728326949644327,0.42899402737501835,0.17231987120162984,1
0.8653148181988379,0.7508710677914974,0.19228901880867078,1
0.7849066593932179,0.7545428740846823,0.04086861626647886,1
